u,v,w,p,q,r,p_dot,q_dot,r_dot,lat,lon,alt,aileron,elevator,rudder
405.72,11.922,122.72,-0.0026577,-0.0063715,0.0022395,-0.0074366,-0.020234,0.0067324,37.825,-101.19,39625,0.1267,-9.2415,-0.18883
405.71,11.932,122.79,-0.0028056,-0.0067768,0.002374,-0.0073512,-0.020291,0.0067181,37.825,-101.19,39624,0.1267,-9.2415,-0.18883
405.71,11.941,122.85,-0.0029518,-0.0071831,0.0025083,-0.0072653,-0.020338,0.0067033,37.825,-101.19,39622,0.1267,-9.2415,-0.18883
405.71,11.949,122.92,-0.0030962,-0.0075902,0.0026422,-0.007179,-0.020375,0.0066878,37.825,-101.19,39621,0.1267,-9.2415,-0.18883
405.71,11.955,122.98,-0.0032389,-0.007998,0.0027758,-0.0070923,-0.020403,0.0066717,37.825,-101.19,39620,0.1267,-9.2415,-0.18883
405.71,11.96,123.03,-0.0033799,-0.0084063,0.002909,-0.0070052,-0.020422,0.006655,37.825,-101.19,39618,0.1267,-9.2415,-0.18883
405.72,11.963,123.08,-0.0035191,-0.0088148,0.003042,-0.0069178,-0.020431,0.0066378,37.825,-101.19,39617,0.1267,-9.2415,-0.18883
405.72,11.964,123.13,-0.0036566,-0.0092235,0.0031745,-0.0068301,-0.020431,0.0066199,37.825,-101.19,39615,0.1267,-9.2415,-0.18883
405.73,11.965,123.18,-0.0037923,-0.009632,0.0033068,-0.006742,-0.020421,0.0066014,37.825,-101.19,39614,0.1267,-9.2415,-0.18883
405.73,11.963,123.22,-0.0039263,-0.01004,0.0034386,-0.0066536,-0.020402,0.0065824,37.825,-101.19,39613,0.1267,-9.2415,-0.18883
405.73,11.963,123.22,-6.85E-05,-0.00017524,6.00E-05,-0.0088231,-0.01642,0.0070015,37.825,-101.19,39613,0.1267,-9.9312,-0.18883
405.71,11.997,123.34,-0.00024419,-0.00050602,0.0002,-0.0087432,-0.016656,0.006997,37.825,-101.19,39611,0.1267,-9.9312,-0.18883
405.7,12.03,123.46,-0.00041825,-0.00084143,0.00033989,-0.0086626,-0.016884,0.0069917,37.825,-101.19,39610,0.1267,-9.9312,-0.18883
405.68,12.06,123.57,-0.00059069,-0.0011813,0.00047966,-0.008581,-0.017101,0.0069856,37.825,-101.19,39608,0.1267,-9.9312,-0.18883
405.66,12.09,123.68,-0.00076149,-0.0015254,0.00061931,-0.0084987,-0.01731,0.0069788,37.825,-101.19,39607,0.1267,-9.9312,-0.18883
405.65,12.117,123.79,-0.00093063,-0.0018736,0.00075881,-0.0084157,-0.01751,0.0069713,37.825,-101.19,39606,0.1267,-9.9312,-0.18883
405.63,12.143,123.9,-0.0010981,-0.0022258,0.00089815,-0.0083319,-0.0177,0.006963,37.825,-101.19,39604,0.1267,-9.9312,-0.18883
405.62,12.168,124,-0.0012639,-0.0025816,0.0010373,-0.0082473,-0.01788,0.006954,37.825,-101.19,39603,0.1267,-9.9312,-0.18883
405.61,12.191,124.1,-0.001428,-0.0029409,0.0011763,-0.0081621,-0.018052,0.0069443,37.825,-101.19,39601,0.1267,-9.9312,-0.18883
405.6,12.212,124.2,-0.0015904,-0.0033036,0.0013151,-0.0080763,-0.018214,0.006934,37.825,-101.19,39600,0.1267,-9.9312,-0.18883
405.59,12.232,124.3,-0.001751,-0.0036694,0.0014537,-0.0079898,-0.018366,0.0069229,37.824,-101.19,39598,0.1267,-9.9312,-0.18883
405.58,12.25,124.39,-0.00191,-0.0040381,0.001592,-0.0079027,-0.018509,0.0069111,37.824,-101.19,39597,0.1267,-9.9312,-0.18883
405.57,12.266,124.48,-0.0020672,-0.0044097,0.0017301,-0.0078151,-0.018642,0.0068987,37.824,-101.19,39596,0.1267,-9.9312,-0.18883
405.56,12.281,124.57,-0.0022226,-0.0047838,0.0018679,-0.0077269,-0.018766,0.0068856,37.824,-101.19,39594,0.1267,-9.9312,-0.18883
405.55,12.295,124.65,-0.0023762,-0.0051603,0.0020055,-0.0076381,-0.018881,0.0068718,37.824,-101.19,39593,0.1267,-9.9312,-0.18883
405.55,12.307,124.74,-0.0025281,-0.005539,0.0021428,-0.0075489,-0.018986,0.0068574,37.824,-101.19,39591,0.1267,-9.9312,-0.18883
405.54,12.318,124.81,-0.0026782,-0.0059196,0.0022798,-0.0074592,-0.019081,0.0068423,37.824,-101.19,39590,0.1267,-9.9312,-0.18883
405.54,12.327,124.89,-0.0028265,-0.0063021,0.0024165,-0.0073691,-0.019167,0.0068266,37.824,-101.19,39588,0.1267,-9.9312,-0.18883
405.54,12.334,124.96,-0.0029729,-0.0066863,0.0025529,-0.0072785,-0.019244,0.0068103,37.824,-101.19,39587,0.1267,-9.9312,-0.18883
405.53,12.34,125.04,-0.0031176,-0.0070718,0.0026889,-0.0071876,-0.019311,0.0067934,37.824,-101.19,39585,0.1267,-9.9312,-0.18883
405.53,12.344,125.1,-0.0032604,-0.0074587,0.0028246,-0.0070962,-0.019369,0.0067758,37.824,-101.19,39584,0.1267,-9.9312,-0.18883
405.53,12.347,125.17,-0.0034014,-0.0078465,0.0029599,-0.0070046,-0.019418,0.0067577,37.824,-101.19,39582,0.1267,-9.9312,-0.18883
405.53,12.349,125.23,-0.0035406,-0.0082353,0.0030949,-0.0069126,-0.019457,0.006739,37.824,-101.19,39581,0.1267,-9.9312,-0.18883
405.54,12.349,125.29,-0.0036779,-0.0086248,0.0032295,-0.0068203,-0.019488,0.0067197,37.824,-101.19,39580,0.1267,-9.9312,-0.18883
405.54,12.347,125.35,-0.0038134,-0.0090147,0.0033637,-0.0067277,-0.019509,0.0066998,37.824,-101.19,39578,0.1267,-9.9312,-0.18883
405.55,12.345,125.4,-0.0039471,-0.0094051,0.0034975,-0.0066349,-0.01952,0.0066793,37.824,-101.19,39577,0.1267,-9.9312,-0.18883
405.55,12.345,125.4,-6.89E-05,-0.00016415,6.10E-05,-0.0088767,-0.015324,0.0071043,37.824,-101.19,39577,0.1267,-10.652,-0.18883
405.53,12.377,125.52,-0.00024558,-0.00047319,0.00020307,-0.008792,-0.015579,0.0070984,37.824,-101.19,39575,0.1267,-10.652,-0.18883
405.51,12.409,125.64,-0.00042056,-0.00078724,0.00034497,-0.0087065,-0.015825,0.0070917,37.824,-101.19,39574,0.1267,-10.652,-0.18883
405.49,12.438,125.76,-0.00059383,-0.0011061,0.00048673,-0.0086202,-0.016062,0.0070842,37.824,-101.19,39572,0.1267,-10.652,-0.18883
405.48,12.467,125.88,-0.00076537,-0.0014297,0.00062834,-0.0085332,-0.016291,0.0070761,37.824,-101.19,39571,0.1267,-10.652,-0.18883
405.46,12.493,125.99,-0.00093515,-0.0017577,0.00076977,-0.0084454,-0.01651,0.0070672,37.824,-101.19,39569,0.1267,-10.652,-0.18883
405.45,12.518,126.1,-0.0011032,-0.00209,0.00091102,-0.0083569,-0.016721,0.0070576,37.824,-101.19,39568,0.1267,-10.652,-0.18883
405.43,12.541,126.21,-0.0012694,-0.0024265,0.0010521,-0.0082678,-0.016922,0.0070472,37.824,-101.19,39566,0.1267,-10.652,-0.18883
405.42,12.563,126.32,-0.0014339,-0.0027668,0.0011929,-0.008178,-0.017114,0.0070362,37.824,-101.19,39565,0.1267,-10.652,-0.18883
405.41,12.583,126.42,-0.0015965,-0.003111,0.0013335,-0.0080876,-0.017297,0.0070244,37.824,-101.19,39563,0.1267,-10.652,-0.18883
405.4,12.601,126.53,-0.0017574,-0.0034587,0.0014739,-0.0079966,-0.01747,0.007012,37.824,-101.19,39562,0.1267,-10.652,-0.18883
405.39,12.618,126.63,-0.0019164,-0.0038097,0.001614,-0.007905,-0.017635,0.0069989,37.824,-101.19,39560,0.1267,-10.652,-0.18883
405.38,12.634,126.72,-0.0020736,-0.004164,0.0017538,-0.0078129,-0.01779,0.0069852,37.824,-101.19,39559,0.1267,-10.652,-0.18883
405.37,12.647,126.82,-0.0022289,-0.0045213,0.0018934,-0.0077203,-0.017936,0.0069707,37.824,-101.19,39557,0.1267,-10.652,-0.18883
405.36,12.66,126.91,-0.0023824,-0.0048814,0.0020327,-0.0076272,-0.018072,0.0069557,37.824,-101.19,39556,0.1267,-10.652,-0.18883
405.36,12.67,127,-0.002534,-0.0052441,0.0021716,-0.0075336,-0.018199,0.00694,37.824,-101.19,39554,0.1267,-10.652,-0.18883
405.35,12.679,127.08,-0.0026837,-0.0056093,0.0023102,-0.0074397,-0.018317,0.0069236,37.824,-101.19,39553,0.1267,-10.652,-0.18883
405.35,12.687,127.17,-0.0028316,-0.0059767,0.0024486,-0.0073453,-0.018426,0.0069067,37.824,-101.19,39551,0.1267,-10.652,-0.18883
405.34,12.693,127.25,-0.0029775,-0.0063462,0.0025865,-0.0072505,-0.018525,0.0068891,37.824,-101.19,39550,0.1267,-10.652,-0.18883
405.34,12.698,127.33,-0.0031216,-0.0067177,0.0027241,-0.0071554,-0.018615,0.0068709,37.824,-101.19,39548,0.1267,-10.652,-0.18883
405.34,12.701,127.4,-0.0032638,-0.0070908,0.0028613,-0.0070599,-0.018696,0.0068521,37.824,-101.19,39547,0.1267,-10.652,-0.18883
405.34,12.702,127.47,-0.003404,-0.0074654,0.0029982,-0.0069642,-0.018767,0.0068328,37.824,-101.19,39545,0.1267,-10.652,-0.18883
405.34,12.702,127.54,-0.0035423,-0.0078414,0.0031346,-0.0068681,-0.01883,0.0068128,37.824,-101.19,39544,0.1267,-10.652,-0.18883
405.34,12.701,127.61,-0.0036787,-0.0082186,0.0032707,-0.0067718,-0.018883,0.0067923,37.824,-101.19,39542,0.1267,-10.652,-0.18883
405.34,12.698,127.67,-0.0038132,-0.0085967,0.0034063,-0.0066753,-0.018927,0.0067712,37.824,-101.19,39540,0.1267,-10.652,-0.18883
405.35,12.693,127.73,-0.0039457,-0.0089756,0.0035415,-0.0065786,-0.018962,0.0067496,37.824,-101.19,39539,0.1267,-10.652,-0.18883
405.35,12.693,127.73,-6.89E-05,-0.00015665,6.18E-05,-0.0088868,-0.014394,0.0071789,37.824,-101.19,39539,0.1267,-11.406,-0.18883
405.33,12.725,127.86,-0.00024571,-0.00044728,0.00020532,-0.0087976,-0.014667,0.0071717,37.824,-101.19,39537,0.1267,-11.406,-0.18883
405.31,12.756,127.99,-0.00042076,-0.00074328,0.00034867,-0.0087075,-0.014932,0.0071637,37.824,-101.19,39536,0.1267,-11.406,-0.18883
405.29,12.784,128.11,-0.00059401,-0.0010445,0.00049186,-0.0086167,-0.015188,0.007155,37.824,-101.19,39534,0.1267,-11.406,-0.18883
405.28,12.811,128.23,-0.00076543,-0.0013507,0.00063487,-0.0085252,-0.015435,0.0071455,37.824,-101.19,39533,0.1267,-11.406,-0.18883
405.26,12.837,128.35,-0.00093501,-0.0016618,0.00077768,-0.008433,-0.015673,0.0071353,37.824,-101.19,39531,0.1267,-11.406,-0.18883
405.25,12.86,128.47,-0.0011027,-0.0019776,0.00092027,-0.0083402,-0.015903,0.0071244,37.824,-101.19,39530,0.1267,-11.406,-0.18883
405.23,12.883,128.58,-0.0012686,-0.0022979,0.0010626,-0.0082467,-0.016123,0.0071129,37.824,-101.19,39528,0.1267,-11.406,-0.18883
405.22,12.903,128.7,-0.0014326,-0.0026225,0.0012048,-0.0081526,-0.016335,0.0071006,37.824,-101.19,39527,0.1267,-11.406,-0.18883
405.21,12.922,128.81,-0.0015947,-0.0029512,0.0013467,-0.0080579,-0.016538,0.0070876,37.824,-101.19,39525,0.1267,-11.406,-0.18883
405.2,12.939,128.91,-0.0017549,-0.0032839,0.0014883,-0.0079627,-0.016731,0.007074,37.824,-101.19,39523,0.1267,-11.406,-0.18883
405.18,12.955,129.02,-0.0019132,-0.0036204,0.0016296,-0.007867,-0.016916,0.0070597,37.824,-101.19,39522,0.1267,-11.406,-0.18883
405.17,12.969,129.12,-0.0020696,-0.0039605,0.0017707,-0.0077708,-0.017091,0.0070447,37.824,-101.19,39520,0.1267,-11.406,-0.18883
405.17,12.982,129.22,-0.002224,-0.004304,0.0019114,-0.0076741,-0.017257,0.0070291,37.824,-101.19,39519,0.1267,-11.406,-0.18883
405.16,12.993,129.32,-0.0023766,-0.0046507,0.0020518,-0.007577,-0.017414,0.0070129,37.824,-101.19,39517,0.1267,-11.406,-0.18883
405.15,13.002,129.42,-0.0025271,-0.0050005,0.0021919,-0.0074795,-0.017561,0.006996,37.824,-101.19,39516,0.1267,-11.406,-0.18883
405.14,13.01,129.51,-0.0026757,-0.0053531,0.0023317,-0.0073816,-0.0177,0.0069786,37.824,-101.19,39514,0.1267,-11.406,-0.18883
405.14,13.017,129.6,-0.0028224,-0.0057084,0.0024711,-0.0072833,-0.017829,0.0069605,37.824,-101.19,39512,0.1267,-11.406,-0.18883
405.14,13.021,129.69,-0.0029671,-0.0060662,0.0026101,-0.0071847,-0.017949,0.0069418,37.824,-101.19,39511,0.1267,-11.406,-0.18883
405.13,13.025,129.77,-0.0031098,-0.0064263,0.0027487,-0.0070858,-0.01806,0.0069225,37.824,-101.19,39509,0.1267,-11.406,-0.18883
405.13,13.027,129.85,-0.0032505,-0.0067885,0.002887,-0.0069866,-0.018161,0.0069027,37.824,-101.19,39508,0.1267,-11.406,-0.18883
405.13,13.027,129.93,-0.0033892,-0.0071527,0.0030248,-0.0068872,-0.018254,0.0068822,37.824,-101.19,39506,0.1267,-11.406,-0.18883
405.13,13.025,130.01,-0.003526,-0.0075186,0.0031623,-0.0067875,-0.018337,0.0068612,37.824,-101.19,39504,0.1267,-11.406,-0.18883
405.13,13.023,130.08,-0.0036607,-0.0078861,0.0032993,-0.0066876,-0.018411,0.0068397,37.824,-101.19,39503,0.1267,-11.406,-0.18883
405.13,13.018,130.15,-0.0037935,-0.008255,0.0034358,-0.0065876,-0.018476,0.0068176,37.824,-101.19,39501,0.1267,-11.406,-0.18883
405.14,13.013,130.22,-0.0039242,-0.0086251,0.003572,-0.0064874,-0.018532,0.0067949,37.824,-101.19,39500,0.1267,-11.406,-0.18883
405.14,13.013,130.22,-6.85E-05,-0.00015054,6.23E-05,-0.008856,-0.013581,0.007227,37.824,-101.19,39500,0.1267,-12.193,-0.18883
405.12,13.044,130.36,-0.00024468,-0.00042509,0.0002068,-0.0087624,-0.013872,0.0072186,37.824,-101.19,39498,0.1267,-12.193,-0.18883
405.1,13.073,130.49,-0.00041898,-0.00070538,0.00035108,-0.008668,-0.014155,0.0072094,37.824,-101.19,39496,0.1267,-12.193,-0.18883
405.08,13.101,130.62,-0.00059139,-0.00099124,0.00049517,-0.008573,-0.014429,0.0071995,37.824,-101.19,39495,0.1267,-12.193,-0.18883
405.06,13.127,130.74,-0.00076189,-0.0012825,0.00063905,-0.0084773,-0.014695,0.0071888,37.824,-101.19,39493,0.1267,-12.193,-0.18883
405.05,13.151,130.87,-0.00093048,-0.001579,0.00078272,-0.0083809,-0.014952,0.0071775,37.824,-101.19,39491,0.1267,-12.193,-0.18883
405.03,13.174,130.99,-0.0010971,-0.0018805,0.00092615,-0.008284,-0.015201,0.0071654,37.824,-101.19,39490,0.1267,-12.193,-0.18883
405.02,13.195,131.11,-0.0012618,-0.002187,0.0010693,-0.0081864,-0.01544,0.0071527,37.824,-101.19,39488,0.1267,-12.193,-0.18883
405,13.214,131.23,-0.0014246,-0.0024981,0.0012123,-0.0080884,-0.015671,0.0071393,37.824,-101.19,39487,0.1267,-12.193,-0.18883
404.99,13.232,131.34,-0.0015854,-0.0028137,0.0013549,-0.0079898,-0.015892,0.0071252,37.824,-101.19,39485,0.1267,-12.193,-0.18883
404.98,13.248,131.46,-0.0017442,-0.0031337,0.0014973,-0.0078907,-0.016105,0.0071105,37.824,-101.19,39483,0.1267,-12.193,-0.18883
404.97,13.263,131.57,-0.001901,-0.0034579,0.0016393,-0.0077911,-0.016309,0.0070951,37.824,-101.19,39482,0.1267,-12.193,-0.18883
404.96,13.276,131.68,-0.0020556,-0.0037848,0.001781,-0.0076722,-0.016372,0.007077,37.824,-101.19,39480,0.1267,-12.193,-0.18883
404.95,13.288,131.78,-0.0022079,-0.0041126,0.0019224,-0.0075508,-0.016413,0.0070581,37.824,-101.19,39478,0.1267,-12.193,-0.18883
404.94,13.298,131.89,-0.0023577,-0.0044413,0.0020634,-0.0074296,-0.016451,0.0070386,37.824,-101.19,39477,0.1267,-12.193,-0.18883
404.93,13.306,131.99,-0.0025051,-0.0047706,0.0022039,-0.0073086,-0.016484,0.0070187,37.824,-101.19,39475,0.1267,-12.193,-0.18883
404.92,13.313,132.09,-0.00265,-0.0051006,0.0023441,-0.0071877,-0.016513,0.0069981,37.824,-101.19,39473,0.1267,-12.193,-0.18883
404.92,13.318,132.19,-0.0027926,-0.0054311,0.0024838,-0.0070672,-0.016538,0.0069771,37.824,-101.19,39472,0.1267,-12.193,-0.18883
404.91,13.322,132.28,-0.0029327,-0.0057621,0.0026232,-0.0069469,-0.016559,0.0069556,37.824,-101.19,39470,0.1267,-12.193,-0.18883
404.91,13.324,132.37,-0.0030704,-0.0060934,0.0027621,-0.006827,-0.016576,0.0069336,37.824,-101.19,39468,0.1267,-12.193,-0.18883
404.91,13.325,132.47,-0.0032058,-0.0064251,0.0029005,-0.0067074,-0.016589,0.006911,37.824,-101.19,39467,0.1267,-12.193,-0.18883
404.9,13.324,132.55,-0.0033387,-0.006757,0.0030385,-0.0065882,-0.016599,0.006888,37.824,-101.19,39465,0.1267,-12.193,-0.18883
404.9,13.321,132.64,-0.0034693,-0.007089,0.003176,-0.0064694,-0.016604,0.0068645,37.824,-101.19,39463,0.1267,-12.193,-0.18883
404.9,13.318,132.72,-0.0035975,-0.0074211,0.0033131,-0.006351,-0.016606,0.0068405,37.824,-101.19,39462,0.1267,-12.193,-0.18883
404.9,13.312,132.8,-0.0037234,-0.0077532,0.0034497,-0.0062332,-0.016603,0.0068161,37.824,-101.19,39460,0.1267,-12.193,-0.18883
404.9,13.305,132.88,-0.0038468,-0.0080852,0.0035857,-0.0061158,-0.016597,0.0067912,37.824,-101.19,39458,0.1267,-12.193,-0.18883
404.9,13.305,132.88,-6.71E-05,-0.00014111,6.26E-05,-0.0085332,-0.011187,0.0072213,37.824,-101.19,39458,0.1267,-13.016,-0.18883
404.89,13.335,133.02,-0.00023655,-0.00036622,0.00020689,-0.008408,-0.011323,0.0072088,37.824,-101.19,39457,0.1267,-13.016,-0.18883
404.87,13.364,133.16,-0.00040346,-0.000594,0.00035093,-0.0082825,-0.011455,0.0071957,37.824,-101.19,39455,0.1267,-13.016,-0.18883
404.85,13.391,133.29,-0.00056785,-0.0008244,0.00049471,-0.0081566,-0.011584,0.0071819,37.824,-101.19,39453,0.1267,-13.016,-0.18883
404.83,13.416,133.43,-0.00072972,-0.0010573,0.00063821,-0.0080305,-0.011709,0.0071675,37.824,-101.19,39452,0.1267,-13.016,-0.18883
404.81,13.439,133.56,-0.00088907,-0.0012928,0.00078141,-0.0079041,-0.011831,0.0071525,37.824,-101.19,39450,0.1267,-13.016,-0.18883
404.79,13.461,133.69,-0.0010459,-0.0015306,0.0009243,-0.0077775,-0.01195,0.0071369,37.824,-101.19,39448,0.1267,-13.016,-0.18883
404.78,13.481,133.82,-0.0012002,-0.0017707,0.0010669,-0.0076508,-0.012065,0.0071207,37.824,-101.19,39447,0.1267,-13.016,-0.18883
404.76,13.5,133.95,-0.0013519,-0.0020131,0.0012091,-0.007524,-0.012176,0.0071039,37.824,-101.19,39445,0.1267,-13.016,-0.18883
404.75,13.517,134.08,-0.0015011,-0.0022577,0.001351,-0.0073971,-0.012284,0.0070865,37.824,-101.19,39443,0.1267,-13.016,-0.18883
404.73,13.533,134.2,-0.0016478,-0.0025045,0.0014926,-0.0072702,-0.012388,0.0070685,37.824,-101.19,39441,0.1267,-13.016,-0.18883
404.72,13.547,134.32,-0.0017919,-0.0027532,0.0016338,-0.0071433,-0.012489,0.0070499,37.824,-101.19,39440,0.1267,-13.016,-0.18883
404.71,13.559,134.45,-0.0019335,-0.003004,0.0017746,-0.0070164,-0.012586,0.0070308,37.824,-101.19,39438,0.1267,-13.016,-0.18883
404.69,13.57,134.57,-0.0020726,-0.0032567,0.001915,-0.0068897,-0.01268,0.0070111,37.824,-101.19,39436,0.1267,-13.016,-0.18883
404.68,13.579,134.68,-0.0022091,-0.0035112,0.002055,-0.0067631,-0.01277,0.0069909,37.824,-101.19,39435,0.1267,-13.016,-0.18883
404.67,13.587,134.8,-0.0023431,-0.0037674,0.0021946,-0.0066367,-0.012856,0.0069702,37.824,-101.19,39433,0.1267,-13.016,-0.18883
404.66,13.594,134.92,-0.0024746,-0.0040254,0.0023338,-0.0065105,-0.012939,0.0069489,37.824,-101.19,39431,0.1267,-13.016,-0.18883
404.65,13.598,135.03,-0.0026035,-0.004285,0.0024726,-0.0063845,-0.013018,0.0069271,37.824,-101.19,39429,0.1267,-13.016,-0.18883
404.64,13.602,135.14,-0.00273,-0.0045461,0.0026109,-0.0062588,-0.013094,0.0069048,37.824,-101.19,39428,0.1267,-13.016,-0.18883
404.63,13.603,135.25,-0.0028539,-0.0048087,0.0027488,-0.0061334,-0.013166,0.0068819,37.824,-101.19,39426,0.1267,-13.016,-0.18883
404.62,13.604,135.36,-0.0029753,-0.0050727,0.0028862,-0.0060084,-0.013235,0.0068586,37.824,-101.19,39424,0.1267,-13.016,-0.18883
404.62,13.603,135.46,-0.0030942,-0.005338,0.0030231,-0.0058838,-0.0133,0.0068348,37.824,-101.19,39423,0.1267,-13.016,-0.18883
404.61,13.6,135.57,-0.0032107,-0.0056047,0.0031596,-0.0057595,-0.013361,0.0068105,37.824,-101.19,39421,0.1267,-13.016,-0.18883
404.61,13.596,135.67,-0.0033246,-0.0058725,0.0032955,-0.0056358,-0.013419,0.0067857,37.824,-101.19,39419,0.1267,-13.016,-0.18883
404.6,13.591,135.77,-0.0034361,-0.0061414,0.003431,-0.0055125,-0.013474,0.0067604,37.824,-101.19,39417,0.1267,-13.016,-0.18883
404.6,13.584,135.87,-0.0035451,-0.0064114,0.0035659,-0.0053897,-0.013525,0.0067347,37.824,-101.19,39416,0.1267,-13.016,-0.18883
404.6,13.584,135.87,-6.19E-05,-0.0001119,6.22E-05,-0.0078051,-0.007245,0.0071524,37.824,-101.19,39416,0.1267,-13.874,-0.18883
404.58,13.613,136.02,-0.00021667,-0.00025863,0.00020515,-0.0076746,-0.0074279,0.0071393,37.824,-101.19,39414,0.1267,-13.874,-0.18883
404.56,13.64,136.16,-0.00036886,-0.000409,0.0003478,-0.0075439,-0.0076081,0.0071255,37.824,-101.19,39412,0.1267,-13.874,-0.18883
404.53,13.666,136.31,-0.00051842,-0.00056294,0.00049017,-0.0074128,-0.0077854,0.0071111,37.824,-101.19,39410,0.1267,-13.874,-0.18883
404.51,13.691,136.45,-0.00066537,-0.0007204,0.00063224,-0.0072814,-0.0079598,0.007096,37.824,-101.19,39408,0.1267,-13.874,-0.18883
404.49,13.714,136.59,-0.00080968,-0.00088131,0.00077401,-0.0071498,-0.0081313,0.0070804,37.824,-101.19,39407,0.1267,-13.874,-0.18883
404.47,13.735,136.74,-0.00095136,-0.0010456,0.00091545,-0.0070181,-0.0082999,0.0070641,37.824,-101.19,39405,0.1267,-13.874,-0.18883
404.46,13.755,136.88,-0.0010904,-0.0012133,0.0010566,-0.0068862,-0.0084655,0.0070472,37.824,-101.19,39403,0.1267,-13.874,-0.18883
404.44,13.773,137.02,-0.0012268,-0.0013842,0.0011973,-0.0067542,-0.0086281,0.0070298,37.824,-101.19,39401,0.1267,-13.874,-0.18883
404.42,13.79,137.16,-0.0013606,-0.0015584,0.0013378,-0.0066221,-0.0087877,0.0070117,37.824,-101.19,39400,0.1267,-13.874,-0.18883
404.4,13.805,137.3,-0.0014917,-0.0017357,0.0014778,-0.0064901,-0.0089442,0.0069931,37.824,-101.19,39398,0.1267,-13.874,-0.18883
404.38,13.818,137.43,-0.0016202,-0.0019161,0.0016175,-0.006358,-0.0090976,0.0069739,37.824,-101.19,39396,0.1267,-13.874,-0.18883
404.37,13.83,137.57,-0.001746,-0.0020996,0.0017568,-0.0062261,-0.0092479,0.0069541,37.824,-101.19,39394,0.1267,-13.874,-0.18883
404.35,13.841,137.71,-0.0018692,-0.002286,0.0018956,-0.0060942,-0.0093951,0.0069338,37.824,-101.19,39392,0.1267,-13.874,-0.18883
404.33,13.85,137.84,-0.0019898,-0.0024754,0.0020341,-0.0059626,-0.0095391,0.0069129,37.824,-101.19,39391,0.1267,-13.874,-0.18883
404.32,13.858,137.97,-0.0021077,-0.0026676,0.0021721,-0.0058311,-0.0096799,0.0068915,37.824,-101.19,39389,0.1267,-13.874,-0.18883
404.3,13.864,138.1,-0.002223,-0.0028626,0.0023098,-0.0056998,-0.0098175,0.0068695,37.824,-101.19,39387,0.1267,-13.874,-0.18883
404.29,13.869,138.23,-0.0023357,-0.0030603,0.0024469,-0.0055688,-0.009952,0.0068471,37.824,-101.19,39385,0.1267,-13.874,-0.18883
404.27,13.872,138.36,-0.0024458,-0.0032606,0.0025836,-0.0054381,-0.010083,0.0068241,37.824,-101.19,39383,0.1267,-13.874,-0.18883
404.26,13.874,138.49,-0.0025532,-0.0034636,0.0027199,-0.0053077,-0.010211,0.0068006,37.824,-101.19,39382,0.1267,-13.874,-0.18883
404.25,13.874,138.62,-0.0026581,-0.003669,0.0028557,-0.0051778,-0.010336,0.0067767,37.824,-101.19,39380,0.1267,-13.874,-0.18883
404.23,13.873,138.74,-0.0027603,-0.003877,0.0029909,-0.0050482,-0.010458,0.0067522,37.824,-101.19,39378,0.1267,-13.874,-0.18883
404.22,13.871,138.87,-0.00286,-0.0040873,0.0031257,-0.0049191,-0.010576,0.0067273,37.824,-101.19,39376,0.1267,-13.874,-0.18883
404.21,13.867,138.99,-0.0029571,-0.0043,0.00326,-0.0047904,-0.010692,0.0067019,37.824,-101.19,39374,0.1267,-13.874,-0.18883
404.2,13.862,139.11,-0.0030516,-0.004515,0.0033938,-0.0046623,-0.010804,0.006676,37.824,-101.19,39373,0.1267,-13.874,-0.18883
404.19,13.856,139.23,-0.0031436,-0.0047322,0.0035271,-0.0045347,-0.010912,0.0066497,37.824,-101.19,39371,0.1267,-13.874,-0.18883
404.19,13.856,139.23,-5.49E-05,-8.26E-05,6.16E-05,-0.0069199,-0.0037569,0.0070518,37.824,-101.19,39371,0.1267,-14.77,-0.18883
404.17,13.884,139.38,-0.00019191,-0.00016003,0.00020246,-0.0067847,-0.0039866,0.0070381,37.824,-101.19,39369,0.1267,-14.77,-0.18883
404.14,13.911,139.54,-0.00032625,-0.00024204,0.00034308,-0.0066492,-0.0042139,0.0070238,37.824,-101.19,39367,0.1267,-14.77,-0.18883
404.12,13.936,139.7,-0.00045788,-0.00032857,0.00048341,-0.0065135,-0.004439,0.0070088,37.824,-101.19,39365,0.1267,-14.77,-0.18883
404.1,13.96,139.85,-0.00058679,-0.00041958,0.00062343,-0.0063775,-0.0046617,0.0069932,37.824,-101.19,39363,0.1267,-14.77,-0.18883
404.07,13.982,140,-0.00071298,-0.00051503,0.00076313,-0.0062413,-0.0048821,0.006977,37.824,-101.19,39362,0.1267,-14.77,-0.18883
404.05,14.003,140.16,-0.00083644,-0.00061485,0.0009025,-0.006105,-0.0050999,0.0069602,37.824,-101.19,39360,0.1267,-14.77,-0.18883
404.03,14.023,140.31,-0.00095718,-0.00071901,0.0010415,-0.0059686,-0.0053153,0.0069428,37.824,-101.19,39358,0.1267,-14.77,-0.18883
404.01,14.04,140.47,-0.0010752,-0.00082745,0.0011802,-0.0058321,-0.0055282,0.0069248,37.824,-101.19,39356,0.1267,-14.77,-0.18883
403.98,14.057,140.62,-0.0011905,-0.00094012,0.0013185,-0.0056957,-0.0057384,0.0069062,37.824,-101.19,39354,0.1267,-14.77,-0.18883
