,traffic_density,los_freq,ready_latency,query_latency,query_timed_out,sa_correct,interbeat_interval,rx,ry,rz,eyeblink,positive,neutral,negative,los_severity,CLCD,Words_sec
690,10,0,44.73,3.5,0,1.0,597.0,0.236,0.017,-0.131,0.189641483,0.100000001,0.52700001,0.372999966,0.0,0,2.056636608
691,10,0,44.73,3.5,0,1.0,621.0,0.214,0.006,-0.136,0.191188186,0.144999996,0.284999996,0.569000006,0.0,0,2.646085998
692,10,0,44.73,3.5,0,1.0,589.0,0.153,-0.036,-0.074,0.213746838,0.165000007,0.172000006,0.662999988,0.0,0,4.512635379
693,10,0,44.73,3.5,0,1.0,593.0,0.097,-0.047,-0.079,0.163008643,0.131999999,0.782999992,0.085000001,0.0,0,3.233168505
694,10,0,44.73,3.5,0,1.0,671.0,0.139,-0.026,-0.049,0.148797452,0.002,0.758000016,0.239999995,0.0,1,2.430133657
695,10,0,44.73,3.5,0,1.0,664.0,0.062,-0.084,-0.085,0.154317452,0.116999999,0.419,0.463999987,0.0,0,2.562642369
696,10,0,44.73,3.5,0,1.0,625.0,0.173,-0.259,0.077,0.41548995,0.0,0.0,0.0,0.0,0,3.910323253
697,10,0,44.73,3.5,0,1.0,695.0,0.234,0.066,-0.139,0.211336391,0.064999998,0.662999988,0.273000002,0.0,0,3.041494677
698,2,0,5.1,24.07,0,1.0,851.0,0.07,-0.34,-0.082,0.217499806,0.0,0.324000001,0.674999952,0.0,1,4.358485426
699,3,0,5.1,24.07,0,1.0,835.0,0.398,-0.305,0.457,0.420905807,0.02,0.041000001,0.937999964,0.0,0,4.54115421
700,3,0,5.1,24.07,0,1.0,761.0,0.061,-0.025,-0.062,0.300386573,0.815999985,0.104999997,0.078000002,0.0,0,4.593741028
701,3,0,5.1,24.07,0,1.0,843.0,0.236,0.201,-0.163,0.164124262,0.014,0.340000004,0.645999968,0.0,0,3.72279496
702,4,0,5.1,24.07,0,1.0,789.0,0.176,-0.054,-0.074,0.140337112,0.0,0.167999998,0.832000017,0.0,1,3.367003367
703,4,0,5.1,24.07,0,1.0,812.0,0.291,0.193,-0.195,0.181308694,0.026000001,0.268999994,0.703999996,0.0,1,2.846975089
704,4,0,5.1,24.07,0,1.0,871.0,0.041,-0.131,-0.045,0.165930517,0.002,0.800000012,0.197999999,0.0,1,3.58758384
705,4,0,5.1,24.07,0,1.0,769.0,0.23,0.235,-0.075,0.18527407,0.114,0.037,0.848999977,0.0,0,3.960055096
706,4,0,5.1,24.07,0,1.0,859.0,0.232,0.117,-0.131,0.165300592,0.586000025,0.153999999,0.25999999,0.0,0,3.714710253
707,4,0,5.1,24.07,0,1.0,781.0,0.144,0.031,0.064,0.18735675,0.005,0.107000001,0.888000011,0.0,0,3.69185331
708,4,0,5.1,24.07,0,1.0,828.0,0.091,0.025,0.064,0.354166226,0.046999998,0.263000011,0.690999985,0.0,0,3.127665624
709,4,0,5.1,24.07,0,1.0,750.0,-0.142,-0.187,0.05,0.373727725,0.022,0.522000015,0.45599997,0.0,0,3.807545864
710,5,0,5.1,24.07,0,1.0,722.0,0.198,-0.144,-0.031,0.154146099,0.005,0.174999997,0.819999993,0.0,0,3.483511379
711,5,0,5.1,24.07,0,1.0,781.0,0.092,-0.165,0.119,0.166168999,0.324999988,0.123000003,0.552999973,0.0,0,3.895508708
712,5,0,5.1,24.07,0,1.0,804.0,0.052,-0.069,-0.004,0.181864301,0.0,0.268000007,0.730999947,0.0,1,3.588143526
713,4,0,5.1,24.07,0,1.0,703.0,0.115,0.007,0.041,0.184538977,0.0,0.021,0.978999972,0.0,0,4.74608448
714,4,0,5.1,24.07,0,1.0,773.0,0.049,-0.018,0.041,0.423131045,0.137999997,0.075999998,0.785000026,0.0,0,4.934210526
715,4,0,5.1,24.07,0,1.0,769.0,0.176,0.058,-0.064,0.169066378,0.001,0.107000001,0.89200002,0.0,0,4.606525912
716,4,0,5.1,24.07,0,1.0,792.0,0.133,-0.218,0.094,0.245350264,0.037,0.217999995,0.743999958,0.0,1,3.787878788
717,4,0,5.1,24.07,0,1.0,718.0,0.278,0.335,-0.124,0.241576534,0.008,0.056000002,0.935000002,0.0,1,4.087889627
718,4,0,5.1,24.07,0,1.0,714.0,0.187,-0.08,0.046,0.185918945,0.006,0.123999998,0.870999992,0.0,1,4.076640848
719,5,0,5.1,24.07,0,1.0,652.0,0.252,0.292,-0.14,0.193488054,0.606000006,0.160999998,0.232999995,0.0,0,4.259980526
720,5,0,4.34,3.91,0,1.0,671.0,0.119,0.021,0.024,0.15198712,0.001,0.050000001,0.948000014,0.0,0,4.375118889
721,5,0,4.34,3.91,0,1.0,664.0,0.246,-0.385,0.311,0.607109203,0.041999999,0.197999999,0.759000063,0.0,0,4.909365559
722,5,0,4.34,3.91,0,1.0,847.0,0.222,0.175,0.169,0.240410103,0.0,0.244000003,0.756000042,0.0,0,4.983388704
723,5,0,4.34,3.91,0,1.0,722.0,0.283,-0.149,0.207,0.366010455,0.029999999,0.115000002,0.855999947,0.0,1,2.864235249
724,5,0,4.34,3.91,0,1.0,753.0,0.244,-0.14,0.097,0.278557589,0.001,0.483999997,0.514999986,0.0,0,4.362416107
725,5,0,4.34,3.91,0,1.0,835.0,0.189,0.125,0.05,0.228631164,0.018999999,0.317999989,0.663999975,0.0,0,2.711864407
726,5,0,4.34,3.91,0,1.0,761.0,0.2,-0.092,0.012,0.238208649,0.016000001,0.508000016,0.475999951,0.0,1,4.092441021
727,5,0,4.34,3.91,0,1.0,714.0,0.194,-0.079,-0.015,0.171551041,0.008,0.231999993,0.758999944,0.0,0,4.276315789
728,5,0,4.34,3.91,0,1.0,765.0,0.163,-0.09,-0.025,0.187243447,0.028000001,0.245000005,0.726999998,0.0,0,4.531722054
729,5,0,4.34,3.91,0,1.0,820.0,0.2,-0.119,0.02,0.188790668,0.013,0.119999997,0.866999984,0.0,0,4.153686397
730,6,0,4.34,3.91,0,1.0,683.0,0.263,0.226,-0.255,0.219360572,0.061000001,0.764999986,0.173000008,0.0,0,4.021164021
731,7,0,4.34,3.91,0,1.0,828.0,0.221,-0.147,0.036,0.251799395,0.001,0.136999995,0.863000035,0.0,0,3.281378179
732,7,0,4.34,3.91,0,1.0,671.0,0.281,0.168,-0.139,0.207731594,0.028999999,0.145999998,0.825000048,0.0,0,3.592276605
733,7,0,4.34,3.91,0,1.0,769.0,0.286,0.202,-0.094,0.215862408,0.0,0.003,0.997000039,0.0,0,3.32326284
734,7,0,4.34,3.91,0,1.0,710.0,0.243,-0.129,0.061,0.169090336,0.083999999,0.425999999,0.488999993,0.0,0,4.296763105
735,7,0,4.34,3.91,0,1.0,765.0,0.164,-0.186,0.078,0.195838951,0.109999999,0.211999997,0.676999986,0.0,0,3.667745415
736,8,1,4.34,3.91,0,1.0,718.0,0.346,0.239,-0.151,0.214199292,0.171000004,0.213,0.61499995,0.2,0,3.2
737,8,1,4.34,3.91,0,1.0,804.0,0.231,-0.138,0.094,0.176061225,0.048999999,0.210999995,0.739000022,0.2,0,2.795899348
738,8,1,4.34,3.91,0,1.0,816.0,0.268,0.119,-0.12,0.148916003,0.180999994,0.342999995,0.475999981,0.2,0,4.051863857
739,8,1,4.34,3.91,0,1.0,804.0,0.249,0.083,-0.057,0.183797131,0.021,0.041999999,0.937000036,0.2,0,4.922067268
740,8,0,4.34,3.91,0,1.0,785.0,0.209,0.05,-0.106,0.177811432,0.004,0.078000002,0.916999996,0.0,0,3.848127245
741,8,0,4.34,3.91,0,1.0,824.0,0.32,0.256,-0.204,0.250341635,0.003,0.046999998,0.949999988,0.0,0,3.824756606
742,8,0,4.34,3.91,0,1.0,824.0,0.279,0.001,-0.01,0.186516253,0.001,0.041000001,0.958000004,0.0,0,3.617791019
743,9,0,4.34,3.91,0,1.0,816.0,0.269,-0.103,0.05,0.147519594,0.012,0.215000004,0.773000002,0.0,0,3.378378378
744,9,0,4.34,3.91,0,1.0,691.0,0.209,-0.161,0.044,0.179094912,0.006,0.189999998,0.80400002,0.0,0,4.519044545
745,15,0,1.89,2.66,0,1.0,835.0,0.222,-0.366,0.14,0.423819895,0.005,0.486000001,0.509000003,0.0,0,3.025146531
746,16,0,1.89,2.66,0,1.0,675.0,0.19,-0.027,0.047,0.177574219,0.064999998,0.225999996,0.708999991,0.0,0,2.6272578
747,16,0,1.89,2.66,0,1.0,824.0,0.336,0.243,-0.092,0.226514058,0.001,0.034000002,0.963999987,0.0,1,3.042982122
748,16,0,1.89,2.66,0,1.0,804.0,0.303,0.172,-0.148,0.207365594,0.004,0.021,0.975000024,0.0,0,4.495504496
749,17,0,1.89,2.66,0,1.0,828.0,0.306,0.15,-0.131,0.194730419,0.103,0.27700001,0.620000005,0.0,1,2.67141585
750,17,0,1.89,2.66,0,1.0,832.0,0.225,-0.098,0.083,0.256547317,0.001,0.054000001,0.944999993,0.0,1,3.717472119
751,18,0,1.89,2.66,0,1.0,773.0,0.254,-0.074,0.01,0.206466096,0.078000002,0.398000002,0.523999989,0.0,0,3.739982191
752,18,0,1.89,2.66,0,1.0,812.0,0.138,0.045,-0.05,0.133447279,0.202000007,0.098999999,0.697999954,0.0,0,1.746216531
753,17,0,1.89,2.66,0,1.0,796.0,0.08,0.475,-0.166,0.318866982,0.037999999,0.123000003,0.840000033,0.0,0,4.40113172
754,17,0,1.89,2.66,0,1.0,734.0,0.18,-0.117,0.143,0.351740902,0.224000007,0.115999997,0.659999967,0.0,0,3.739628374
755,17,0,1.89,2.66,0,1.0,808.0,0.163,0.084,-0.046,0.15291408,0.177000001,0.071999997,0.750999987,0.0,0,5.527638191
756,17,0,1.89,2.66,0,1.0,781.0,0.164,0.073,0.059,0.136665089,0.577000022,0.098999999,0.324000001,0.0,0,3.10318076
757,17,0,1.89,2.66,0,1.0,835.0,0.396,0.2,-0.188,0.358975567,0.013,0.022,0.965000033,0.0,0,3.093315003
758,17,1,1.89,2.66,0,1.0,746.0,0.195,-0.021,-0.043,0.149387607,0.0,0.018999999,0.980999947,0.4,0,2.818035427
759,19,1,1.89,2.66,0,1.0,847.0,0.317,0.15,-0.195,0.18743735,0.556999981,0.207000002,0.237000003,0.3,0,3.341129302
760,19,0,1.89,2.66,0,1.0,757.0,0.215,-0.116,0.079,0.200006554,0.634000003,0.068000004,0.298999995,0.0,1,3.5
761,19,0,1.89,2.66,0,1.0,785.0,0.141,-0.099,0.304,0.214240343,0.492000014,0.326999992,0.180000007,0.0,1,3.642157979
762,20,1,1.89,2.66,0,1.0,730.0,0.163,0.032,0.079,0.132433606,0.270999998,0.184,0.545000017,0.2,0,3.817456186
763,20,2,1.89,2.66,0,1.0,773.0,0.247,-0.073,0.168,0.307993444,0.077,0.280000001,0.643000007,0.4,0,4.476776721
764,20,2,1.89,2.66,0,1.0,835.0,0.244,-0.084,0.03,0.203482331,0.057,0.247999996,0.694999993,0.7,0,2.878016383
765,20,2,1.89,2.66,0,1.0,800.0,0.246,-0.052,0.104,0.211664361,0.003,0.085000001,0.912,0.4,0,3.432003432
766,20,2,1.89,2.66,0,1.0,808.0,0.205,-0.049,0.18,0.338263705,0.097999997,0.201000005,0.700000048,0.4,0,4.4345898
767,20,2,1.89,2.66,0,1.0,769.0,0.401,0.11,-0.115,0.193941446,0.086000003,0.324999988,0.588999987,0.4,1,3.582802548
768,20,1,1.89,2.66,0,1.0,695.0,0.387,0.14,-0.164,0.194700721,0.101000004,0.057999998,0.840999961,0.6,0,2.855103498
769,20,1,1.89,2.66,0,1.0,679.0,0.533,0.134,-0.262,0.295013226,0.013,0.147,0.839999974,0.3,0,4.281821721
770,20,0,1.89,2.66,0,1.0,703.0,0.219,0.09,-0.09,0.143899686,0.379999995,0.079000004,0.542000055,0.0,0,1.927246447
771,20,0,1.89,2.66,0,1.0,761.0,0.29,0.132,-0.103,0.18468901,0.004,0.015,0.979999959,0.0,0,3.517483964
772,20,0,1.89,2.66,0,1.0,656.0,0.263,-0.146,0.252,0.283340955,0.973999977,0.004,0.022,0.0,0,5.575266092
773,20,0,1.89,2.66,0,1.0,667.0,0.243,-0.1,-0.043,0.194148968,0.011,0.082000002,0.907000005,0.0,1,3.62400906
774,22,0,3.6,2.78,0,2.0,816.0,0.207,-0.029,0.053,0.156182316,0.140000001,0.108999997,0.751000047,0.0,0,3.94788788
775,22,0,3.6,2.78,0,2.0,804.0,0.252,0.119,-0.118,0.155336544,0.257999986,0.289000005,0.453000009,0.0,0,4.046535154
776,23,0,3.6,2.78,0,2.0,785.0,0.162,0.027,-0.035,0.162121211,0.723999977,0.072999999,0.203999996,0.0,0,4.154549231
777,23,0,3.6,2.78,0,2.0,714.0,0.225,-0.228,0.086,0.208999713,0.0,0.046999998,0.952999949,0.0,0,3.754198775
778,23,0,3.6,2.78,0,2.0,710.0,0.183,-0.025,0.044,0.165866723,0.202000007,0.068000004,0.728999972,0.0,0,4.197271773
779,23,0,3.6,2.78,0,2.0,710.0,0.2,-0.093,0.079,0.179250842,0.033,0.160999998,0.805999994,0.0,0,3.714961162
780,23,1,3.6,2.78,0,2.0,757.0,0.187,-0.051,0.051,0.14389734,0.123000003,0.128000006,0.749000013,0.2,0,2.503128911
781,23,1,3.6,2.78,0,2.0,765.0,0.21,-0.064,0.082,0.12252668,0.002,0.082999997,0.916000009,0.2,0,3.255208333
782,23,1,3.6,2.78,0,2.0,796.0,0.192,-0.043,0.071,0.154171794,0.055,0.016000001,0.930000007,0.2,1,2.127659574
783,23,1,3.6,2.78,0,2.0,761.0,0.24,-0.073,0.083,0.209419537,0.007,0.007,0.986000001,0.2,0,3.616394321
784,23,1,3.6,2.78,0,2.0,785.0,0.158,0.001,0.03,0.146137224,0.550999999,0.119000003,0.331,0.2,0,3.389830508
785,23,1,3.6,2.78,0,2.0,796.0,0.209,-0.182,0.089,0.247089108,0.032000002,0.057999998,0.911000013,0.2,0,4.191895668
786,23,1,3.6,2.78,0,2.0,718.0,0.26,0.052,0.002,0.151348101,0.172000006,0.128000006,0.699999988,0.2,0,4.14507772
787,23,1,3.6,2.78,0,2.0,777.0,0.165,-0.028,0.024,0.178613073,0.082999997,0.029999999,0.886000037,0.2,0,3.123779774
788,23,1,3.6,2.78,0,2.0,667.0,0.272,-0.02,0.038,0.137438638,0.007,0.046,0.947999954,0.2,0,3.277792953
789,23,1,3.6,2.78,0,2.0,644.0,0.239,-0.052,0.054,0.167951352,0.057,0.090999998,0.852999985,0.2,0,3.714710253
790,22,1,3.6,2.78,0,2.0,769.0,0.182,-0.166,0.083,0.193455455,0.035999998,0.282000005,0.682000041,0.2,0,4.481792717
791,21,1,3.6,2.78,0,2.0,644.0,0.251,-0.057,0.061,0.175255172,0.671999991,0.105999999,0.221000001,0.2,0,3.343465046
792,21,1,3.6,2.78,0,2.0,722.0,0.23,-0.123,0.089,0.173295225,0.039999999,0.028999999,0.930000007,0.2,0,3.297818366
793,21,1,3.6,2.78,0,2.0,652.0,0.201,0.022,0.003,0.121026648,0.888999999,0.017000001,0.093999997,0.2,0,3.186404673
794,21,1,3.6,2.78,0,2.0,769.0,0.135,0.035,-0.022,0.154713336,0.144999996,0.028999999,0.826000035,0.2,0,4.160887656
795,21,1,3.6,2.78,0,2.0,656.0,0.305,0.102,-0.093,0.148134542,0.057,0.331,0.611999989,0.2,0,2.110075611
796,20,1,3.6,2.78,0,2.0,699.0,0.271,0.098,-0.004,0.158255132,0.0,0.044,0.953999996,0.2,0,3.305288462
797,20,0,3.6,2.78,0,2.0,734.0,0.156,1.156,-0.009,0.59884631,0.241999999,0.165000007,0.593999982,0.0,0,3.434065934
798,20,0,3.6,2.78,0,2.0,792.0,0.263,-0.101,0.076,0.244307314,0.147,0.296999991,0.555999994,0.0,0,3.146303094
799,20,0,3.6,2.78,0,2.0,675.0,0.224,-0.137,0.058,0.159587334,0.003,0.037,0.959999979,0.0,0,0.0
800,20,0,3.6,2.78,0,2.0,675.0,0.192,-0.006,-0.026,0.143108398,0.004,0.028000001,0.967999995,0.0,0,3.32744099
801,20,0,3.6,2.78,0,2.0,640.0,0.28,-0.049,-0.043,0.145763947,0.001,0.030999999,0.967999995,0.0,0,3.317535545
802,20,0,3.6,2.78,0,2.0,675.0,0.232,-0.083,-0.109,0.150117252,0.004,0.025,0.972000003,0.0,0,2.879291251
803,20,0,3.6,2.78,0,2.0,710.0,0.281,0.002,-0.081,0.172540084,0.078000002,0.150000006,0.772000015,0.0,0,3.869152304
804,20,0,3.6,2.78,0,2.0,761.0,0.16,-0.068,0.007,0.175172393,0.066,0.162,0.771000028,0.0,0,3.210741389
805,20,0,3.6,2.78,0,2.0,738.0,0.281,-0.086,0.018,0.15329704,0.008,0.100000001,0.891000032,0.0,0,2.989536622
806,20,0,3.6,2.78,0,2.0,832.0,0.465,-0.422,0.47,0.684627393,0.018999999,0.046,0.934000075,0.0,0,4.126031508
807,20,0,3.6,2.78,0,2.0,789.0,0.201,-0.12,0.038,0.173302154,0.054000001,0.089000002,0.856999993,0.0,0,4.090909091
808,20,0,3.6,2.78,0,2.0,671.0,0.224,-0.107,0.032,0.192667861,0.002,0.122000001,0.875,0.0,0,3.800675676
809,20,0,3.6,2.78,0,2.0,664.0,0.365,0.05,-0.057,0.179206607,0.003,0.075000003,0.921999991,0.0,0,2.780867631
810,20,0,3.6,2.78,0,2.0,773.0,0.205,-0.045,-0.008,0.185654647,0.001,0.024,0.974000037,0.0,0,4.539264639
811,20,0,3.6,2.78,0,2.0,753.0,0.17,-0.119,0.087,0.166906707,0.015,0.483999997,0.501999974,0.0,0,2.972872538
812,20,0,3.6,2.78,0,2.0,757.0,0.144,-0.025,0.047,0.178472556,0.033,0.497999996,0.467999995,0.0,0,4.291108823
813,20,0,3.6,2.78,0,2.0,714.0,0.225,0.005,-0.013,0.183180271,0.0,0.046,0.952999949,0.0,0,4.18225842
814,20,0,3.6,2.78,0,2.0,687.0,0.228,0.009,-0.064,0.210765922,0.0,0.043000001,0.95599997,0.0,0,4.137931034
815,20,0,3.6,2.78,0,2.0,664.0,0.389,0.054,-0.072,0.258342962,0.001,0.170000002,0.828999996,0.0,0,3.65230095
816,20,0,3.6,2.78,0,2.0,769.0,0.172,0.072,-0.189,0.195339325,0.916999996,0.037999999,0.045000002,0.0,0,3.664345914
817,3,0,2.64,13.1,0,1.0,796.0,0.019,-0.053,-0.072,0.210344579,0.171,0.456,0.37399998,0.0,0,3.681546249
818,3,0,2.64,13.1,0,1.0,796.0,0.028,-0.68,-0.025,0.403135504,0.085,0.14,0.77599996,0.0,0,3.865979381
819,3,0,2.64,13.1,0,1.0,765.0,-0.026,-0.264,-0.108,0.226167328,0.756,0.025,0.21800001,0.0,0,4.187994416
820,4,0,2.64,13.1,0,1.0,738.0,0.021,0.003,-0.125,0.208078696,0.881,0.04,0.078,0.0,0,2.79535089
821,4,0,2.64,13.1,0,1.0,746.0,-0.014,-0.308,-0.129,0.216016898,0.547,0.024,0.429,0.0,0,4.361098997
822,4,0,2.64,13.1,0,1.0,738.0,0.064,-0.221,-0.082,0.212026897,0.231,0.125,0.643,0.0,0,3.418803419
823,4,0,2.64,13.1,0,1.0,753.0,-0.089,-0.274,-0.16,0.230504305,0.129,0.26,0.611,0.0,0,2.217021801
824,4,0,2.64,13.1,0,1.0,789.0,-0.016,-0.309,-0.134,0.238127163,0.432,0.048,0.52,0.0,0,3.543814433
825,4,0,2.64,13.1,0,1.0,765.0,0.035,-0.4,-0.106,0.241436382,0.026,0.256,0.717,0.0,0,4.236343367
826,4,0,2.64,13.1,0,1.0,722.0,0.003,0.062,-0.105,0.195308751,0.309,0.052,0.639,0.0,0,3.027245207
827,4,0,2.64,13.1,0,1.0,718.0,-0.044,-0.162,-0.158,0.211913484,0.03,0.03,0.94,0.0,0,3.668976763
828,4,0,2.64,13.1,0,1.0,757.0,0.039,0.115,-0.099,0.19658953,0.647,0.347,0.005,0.0,0,3.455986989
829,4,0,2.64,13.1,0,1.0,765.0,0.08,0.052,-0.012,0.191572471,0.005,0.463,0.532,0.0,0,4.016064257
830,4,0,2.64,13.1,0,1.0,824.0,0.015,-0.479,-0.153,0.234811005,0.204,0.05,0.74700004,0.0,0,0.0
831,4,0,2.64,13.1,0,1.0,789.0,-0.011,-0.139,-0.076,0.209813182,0.539,0.008,0.45299998,0.0,0,3.66927593
832,4,0,2.64,13.1,0,1.0,718.0,-0.172,-0.068,-0.168,0.23925268,0.004,0.037,0.96,0.0,0,3.743161532
833,4,0,2.95,6.14,0,1.0,785.0,-0.052,0.0,-0.172,0.188697726,0.924,0.049,0.026,0.0,0,3.840782123
834,4,0,2.95,6.14,0,1.0,812.0,-0.027,-0.258,-0.117,0.227459005,0.024,0.039,0.93799996,0.0,0,4.771642808
835,4,0,2.95,6.14,0,1.0,714.0,-0.015,-0.02,-0.117,0.205268255,0.037,0.2,0.76299995,0.0,0,3.318866479
836,4,0,2.95,6.14,0,1.0,710.0,-0.033,-0.138,-0.099,0.208364355,0.784,0.08,0.136,0.0,0,3.515207092
837,6,0,2.95,6.14,0,1.0,796.0,-0.048,-0.044,-0.186,0.205650582,0.982,0.005,0.013,0.0,0,4.454342984
838,6,0,2.95,6.14,0,1.0,796.0,-0.067,-0.039,-0.191,0.212934494,0.451,0.205,0.34399998,0.0,0,4.359197908
839,6,0,2.95,6.14,0,1.0,792.0,-0.07,-0.511,-0.132,0.256441561,0.03,0.329,0.64,0.0,0,4.101014461
840,6,0,2.95,6.14,0,1.0,796.0,-0.018,0.068,-0.158,0.211245572,0.099,0.105,0.796,0.0,0,3.728133066
841,6,0,2.95,6.14,0,1.0,828.0,-0.07,-0.07,-0.114,0.199600256,0.529,0.048,0.424,0.0,0,3.978779841
842,6,0,2.95,6.14,0,1.0,742.0,-0.011,-0.153,0.069,0.218719802,0.034,0.249,0.717,0.0,0,4.710500491
843,6,0,2.95,6.14,0,1.0,718.0,-0.024,-0.046,-0.165,0.204755526,0.038,0.118,0.844,0.0,0,3.509592887
844,6,0,2.95,6.14,0,1.0,722.0,-0.103,-0.121,-0.153,0.208542494,0.412,0.026,0.561,0.0,0,3.133762164
845,6,0,2.95,6.14,0,1.0,730.0,-0.018,-0.055,-0.255,0.212395657,0.248,0.411,0.33999997,0.0,0,5.156202608
846,6,0,2.95,6.14,0,1.0,738.0,-0.105,-0.084,-0.229,0.205753143,0.587,0.33,0.082,0.0,0,4.076878276
847,7,0,2.67,5.23,0,1.0,660.0,-0.128,-0.57,-0.081,0.329428497,0.11,0.18,0.71,0.0,0,4.663923182
848,7,0,2.67,5.23,0,1.0,683.0,0.116,-0.222,-0.131,0.257618103,0.059,0.692,0.25,0.0,0,5.233494364
849,7,0,2.67,5.23,0,1.0,683.0,0.066,-0.44,-0.104,0.235855551,0.027,0.565,0.409,0.0,0,3.928170595
850,6,0,2.67,5.23,0,1.0,707.0,0.148,0.039,-0.079,0.21847999,0.299,0.344,0.35700002,0.0,0,3.898635478
851,6,0,2.67,5.23,0,1.0,691.0,0.166,-0.704,-0.071,0.341614814,0.016,0.189,0.794,0.0,0,3.080477474
852,6,0,2.67,5.23,0,1.0,710.0,-0.03,-0.078,-0.157,0.222919874,0.01,0.325,0.664,0.0,0,4.80030722
853,6,0,2.67,5.23,0,1.0,699.0,0.065,-0.223,-0.071,0.197590137,0.299,0.074,0.628,0.0,0,3.39311682
854,6,0,2.67,5.23,0,1.0,683.0,-0.088,-0.298,-0.181,0.245034853,0.241,0.033,0.726,0.0,0,3.844809507
855,6,0,2.67,5.23,0,1.0,734.0,-0.069,0.098,-0.137,0.220148505,0.416,0.186,0.398,0.0,0,3.33589941
856,6,0,2.67,5.23,0,1.0,679.0,-0.128,-0.25,-0.188,0.207925415,0.499,0.059,0.44099998,0.0,0,3.866335267
857,6,0,2.67,5.23,0,1.0,687.0,-0.13,-0.171,-0.14,0.217500865,0.002,0.077,0.921,0.0,0,3.795866723
858,6,0,2.67,5.23,0,1.0,730.0,-0.06,-0.049,-0.173,0.230261439,0.01,0.126,0.863,0.0,0,3.521126761
859,6,1,2.67,5.23,0,1.0,718.0,-0.074,-0.105,-0.166,0.2210962,0.128,0.16,0.71299994,0.3,0,4.038364462
860,6,1,2.67,5.23,0,1.0,792.0,-0.116,-0.145,-0.151,0.222877828,0.003,0.052,0.944,0.4,0,3.131524008
861,6,1,2.67,5.23,0,1.0,710.0,0.048,0.035,-0.262,0.238643294,0.077,0.08,0.843,0.6,0,4.50619602
862,7,1,2.67,5.23,0,1.0,710.0,-0.04,-0.056,-0.215,0.216756971,0.061,0.173,0.766,0.6,0,3.346720214
863,8,1,2.67,5.23,0,1.0,671.0,-0.036,-0.089,-0.074,0.212901149,0.051,0.099,0.84999996,0.5,0,4.197129705
864,8,1,2.67,5.23,0,1.0,707.0,-0.146,-0.203,-0.181,0.227238889,0.052,0.332,0.61599994,0.4,0,3.071107961
865,8,1,2.67,5.23,0,1.0,746.0,-0.097,-0.222,-0.204,0.22354343,0.004,0.509,0.48700002,0.3,0,2.940095553
866,8,1,2.67,5.23,0,1.0,746.0,-0.086,-0.129,-0.133,0.217439707,0.072,0.075,0.85300004,0.2,0,3.404834866
867,8,0,2.67,5.23,0,1.0,730.0,-0.145,0.059,-0.138,0.211177202,0.535,0.135,0.32999998,0.0,0,4.467912266
868,7,0,2.67,5.23,0,1.0,722.0,-0.055,0.017,-0.158,0.204444577,0.173,0.067,0.76,0.0,0,3.086419753
869,7,0,2.67,5.23,0,1.0,718.0,-0.138,-0.194,-0.184,0.205073857,0.075,0.145,0.78,0.0,0,2.954937208
870,7,0,2.67,5.23,0,1.0,742.0,-0.04,0.094,-0.135,0.206878277,0.105,0.064,0.83000004,0.0,0,4.41014333
871,7,0,2.67,5.23,0,1.0,769.0,-0.126,0.005,-0.172,0.208544055,0.054,0.558,0.388,0.0,0,4.372019078
872,7,0,2.67,5.23,0,1.0,777.0,-0.129,-0.006,-0.213,0.209419096,0.677,0.19,0.135,0.0,0,4.159884247
873,7,0,1.97,5.74,0,1.0,691.0,0.048,0.047,-0.099,0.263340597,0.018,0.78,0.202,0.0,0,4.288164666
874,7,0,1.97,5.74,0,1.0,636.0,0.021,-0.288,-0.108,0.265970092,0.041,0.024,0.936,0.0,0,4.701627486
875,6,0,1.97,5.74,0,1.0,734.0,0.098,-0.124,-0.097,0.264812674,0.028,0.688,0.285,0.0,0,4.62962963
876,6,0,1.97,5.74,0,1.0,777.0,-0.081,-0.317,-0.131,0.261887852,0.103,0.341,0.556,0.0,0,4.547333609
877,6,0,1.97,5.74,0,1.0,683.0,-0.156,-0.173,-0.155,0.220741672,0.112,0.715,0.17400001,0.0,0,4.306864065
878,5,0,1.97,5.74,0,1.0,683.0,0.034,-0.396,-0.166,0.246824993,0.027,0.355,0.618,0.0,0,4.184100418
879,5,0,1.97,5.74,0,1.0,710.0,-0.149,-0.049,-0.199,0.228876888,0.148,0.594,0.25800002,0.0,0,2.510460251
880,5,0,1.97,5.74,0,1.0,695.0,-0.004,0.057,-0.163,0.211315851,0.92,0.034,0.045999996,0.0,0,2.800280028
881,6,0,1.97,5.74,0,1.0,703.0,0.087,-0.493,-0.088,0.245989397,0.021,0.422,0.557,0.0,0,4.189636163
882,6,0,1.97,5.74,0,1.0,773.0,-0.03,-0.072,-0.057,0.216542502,0.032,0.222,0.74799997,0.0,0,3.812636166
883,6,0,1.97,5.74,0,1.0,753.0,-0.081,-0.209,-0.164,0.223229012,0.014,0.326,0.65999997,0.0,0,4.026170106
884,5,0,1.97,5.74,0,1.0,765.0,-0.061,-0.188,-0.168,0.215777547,0.516,0.068,0.417,0.0,0,3.8585209
885,5,0,1.97,5.74,0,1.0,734.0,-0.077,-0.524,0.022,0.349430817,0.024,0.083,0.893,0.0,0,2.742230347
